filepath,label,split
ewaste-dataset\train\Battery\battery_271.jpg,Battery,train
ewaste-dataset\train\Battery\battery_272.jpg,Battery,train
ewaste-dataset\train\Battery\battery_273.jpg,Battery,train
ewaste-dataset\train\Battery\battery_274.jpg,Battery,train
ewaste-dataset\train\Battery\battery_276.jpg,Battery,train
ewaste-dataset\train\Battery\battery_278.jpg,Battery,train
ewaste-dataset\train\Battery\battery_28.jpg,Battery,train
ewaste-dataset\train\Battery\battery_281.jpg,Battery,train
ewaste-dataset\train\Battery\battery_283.jpg,Battery,train
ewaste-dataset\train\Battery\battery_285.jpg,Battery,train
ewaste-dataset\train\Battery\battery_287.jpg,Battery,train
ewaste-dataset\train\Battery\battery_288.jpg,Battery,train
ewaste-dataset\train\Battery\battery_289.jpg,Battery,train
ewaste-dataset\train\Battery\battery_29.jpg,Battery,train
ewaste-dataset\train\Battery\battery_290.jpg,Battery,train
ewaste-dataset\train\Battery\battery_291.jpg,Battery,train
ewaste-dataset\train\Battery\battery_292.jpg,Battery,train
ewaste-dataset\train\Battery\battery_293.jpg,Battery,train
ewaste-dataset\train\Battery\battery_295.jpg,Battery,train
ewaste-dataset\train\Battery\battery_296.jpg,Battery,train
ewaste-dataset\train\Battery\battery_297.jpg,Battery,train
ewaste-dataset\train\Battery\battery_298.jpg,Battery,train
ewaste-dataset\train\Battery\battery_299.jpg,Battery,train
ewaste-dataset\train\Battery\battery_3.jpg,Battery,train
ewaste-dataset\train\Battery\battery_30.jpg,Battery,train
ewaste-dataset\train\Battery\battery_31.jpg,Battery,train
ewaste-dataset\train\Battery\battery_32.jpg,Battery,train
ewaste-dataset\train\Battery\battery_33.jpg,Battery,train
ewaste-dataset\train\Battery\battery_35.jpg,Battery,train
ewaste-dataset\train\Battery\battery_36.jpg,Battery,train
ewaste-dataset\train\Battery\battery_38.jpg,Battery,train
ewaste-dataset\train\Battery\battery_39.jpg,Battery,train
ewaste-dataset\train\Battery\battery_41.jpg,Battery,train
ewaste-dataset\train\Battery\battery_42.jpg,Battery,train
ewaste-dataset\train\Battery\battery_43.jpg,Battery,train
ewaste-dataset\train\Battery\battery_44.jpg,Battery,train
ewaste-dataset\train\Battery\battery_45.jpg,Battery,train
ewaste-dataset\train\Battery\battery_46.jpg,Battery,train
ewaste-dataset\train\Battery\battery_47.jpg,Battery,train
ewaste-dataset\train\Battery\battery_48.jpg,Battery,train
ewaste-dataset\train\Battery\battery_49.jpg,Battery,train
ewaste-dataset\train\Battery\battery_5.jpg,Battery,train
ewaste-dataset\train\Battery\battery_50.jpg,Battery,train
ewaste-dataset\train\Battery\battery_51.jpg,Battery,train
ewaste-dataset\train\Battery\battery_52.jpg,Battery,train
ewaste-dataset\train\Battery\battery_53.jpg,Battery,train
ewaste-dataset\train\Battery\battery_54.jpg,Battery,train
ewaste-dataset\train\Battery\battery_55.jpg,Battery,train
ewaste-dataset\train\Battery\battery_56.jpg,Battery,train
ewaste-dataset\train\Battery\battery_57.jpg,Battery,train
ewaste-dataset\train\Battery\battery_58.jpg,Battery,train
ewaste-dataset\train\Battery\battery_59.jpg,Battery,train
ewaste-dataset\train\Battery\battery_6.jpg,Battery,train
ewaste-dataset\train\Battery\battery_60.jpg,Battery,train
ewaste-dataset\train\Battery\battery_62.jpg,Battery,train
ewaste-dataset\train\Battery\battery_63.jpg,Battery,train
ewaste-dataset\train\Battery\battery_64.jpg,Battery,train
ewaste-dataset\train\Battery\battery_67.jpg,Battery,train
ewaste-dataset\train\Battery\battery_68.jpg,Battery,train
ewaste-dataset\train\Battery\battery_69.jpg,Battery,train
ewaste-dataset\train\Battery\battery_7.jpg,Battery,train
ewaste-dataset\train\Battery\battery_70.jpg,Battery,train
ewaste-dataset\train\Battery\battery_71.jpg,Battery,train
ewaste-dataset\train\Battery\battery_72.jpg,Battery,train
ewaste-dataset\train\Battery\battery_73.jpg,Battery,train
ewaste-dataset\train\Battery\battery_74.jpg,Battery,train
ewaste-dataset\train\Battery\battery_76.jpg,Battery,train
ewaste-dataset\train\Battery\battery_77.jpg,Battery,train
ewaste-dataset\train\Battery\battery_78.jpg,Battery,train
ewaste-dataset\train\Battery\battery_79.jpg,Battery,train
ewaste-dataset\train\Battery\battery_8.jpg,Battery,train
ewaste-dataset\train\Battery\battery_80.jpg,Battery,train
ewaste-dataset\train\Battery\battery_81.jpg,Battery,train
ewaste-dataset\train\Battery\battery_82.jpg,Battery,train
ewaste-dataset\train\Battery\battery_84.jpg,Battery,train
ewaste-dataset\train\Battery\battery_85.jpg,Battery,train
ewaste-dataset\train\Battery\battery_86.jpg,Battery,train
ewaste-dataset\train\Battery\battery_87.jpg,Battery,train
ewaste-dataset\train\Battery\battery_89.jpg,Battery,train
ewaste-dataset\train\Battery\battery_9.jpg,Battery,train
ewaste-dataset\train\Battery\battery_90.jpg,Battery,train
ewaste-dataset\train\Battery\battery_91.jpg,Battery,train
ewaste-dataset\train\Battery\battery_93.jpg,Battery,train
ewaste-dataset\train\Battery\battery_94.jpg,Battery,train
ewaste-dataset\train\Battery\battery_96.jpg,Battery,train
ewaste-dataset\train\Battery\battery_97.jpg,Battery,train
ewaste-dataset\train\Battery\battery_98.jpg,Battery,train
ewaste-dataset\train\Keyboard\aug_10082_Keyboard_252.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_10574_aug_34932_Keyboard_263.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_10767_Keyboard_216.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_11384_Keyboard_138.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_11590_Keyboard_74.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_11649_aug_28956_Keyboard_56.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_11650_Keyboard_195.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_12282_Keyboard_196.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_12318_Keyboard_111.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_12556_Keyboard_30.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13074_aug_35802_Keyboard_5.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13144_Keyboard_291.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13198_Keyboard_127.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13472_aug_86880_Keyboard_269.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13676_Keyboard_29.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13758_Keyboard_232.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13769_Keyboard_64.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_13887_Keyboard_285.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_14132_Keyboard_274.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_15409_Keyboard_101.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_15601_Keyboard_109.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_15683_Keyboard_182.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_16368_Keyboard_256.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_16792_aug_60466_Keyboard_87.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_16812_Keyboard_25.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_16814_aug_81723_Keyboard_97.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_16816_Keyboard_120.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_16928_Keyboard_215.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_17767_Keyboard_172.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_17769_Keyboard_84.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_18357_aug_55126_Keyboard_49.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_18397_Keyboard_268.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_18875_Keyboard_295.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_19206_Keyboard_149.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_19668_Keyboard_285.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_19990_aug_43117_Keyboard_202.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_20271_Keyboard_133.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_20505_Keyboard_63.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_20611_Keyboard_15.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_20818_Keyboard_285.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_20951_Keyboard_90.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_21052_Keyboard_74.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_21287_Keyboard_208.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_21346_Keyboard_233.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_21402_aug_44354_Keyboard_64.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_21432_Keyboard_42.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_21816_Keyboard_134.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_22198_Keyboard_87.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_22469_Keyboard_120.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_22998_aug_44417_Keyboard_276.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_23578_aug_85955_Keyboard_195.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_23726_Keyboard_8.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_24069_aug_99679_Keyboard_193.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_24625_Keyboard_235.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_24693_Keyboard_141.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_24845_Keyboard_219.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25180_Keyboard_33.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25267_Keyboard_63.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25268_Keyboard_0.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25370_Keyboard_145.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25401_Keyboard_86.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25813_Keyboard_179.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_25927_Keyboard_77.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_26291_Keyboard_151.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_26433_Keyboard_292.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_27508_aug_34297_Keyboard_10.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_27630_Keyboard_11.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_27692_Keyboard_48.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_27747_Keyboard_70.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_27797_aug_21816_Keyboard_134.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_28309_Keyboard_52.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_28383_Keyboard_159.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_28431_Keyboard_232.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_28784_Keyboard_69.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_28956_Keyboard_56.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_29614_Keyboard_8.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_29885_Keyboard_159.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_30034_Keyboard_58.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_30258_Keyboard_151.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_31310_Keyboard_96.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_31766_Keyboard_89.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_31789_Keyboard_102.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_31820_Keyboard_25.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_32224_Keyboard_14.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_32400_Keyboard_2.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_32428_Keyboard_9.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_32477_aug_59917_Keyboard_140.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_32484_Keyboard_100.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_32814_Keyboard_87.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_33029_Keyboard_292.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_33647_Keyboard_278.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34027_Keyboard_149.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34170_Keyboard_202.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34297_Keyboard_10.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34448_Keyboard_19.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34552_Keyboard_234.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34687_aug_14132_Keyboard_274.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34755_Keyboard_281.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34836_aug_25927_Keyboard_77.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34911_Keyboard_193.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_34932_Keyboard_263.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_35069_Keyboard_220.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_35214_Keyboard_154.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_35477_Keyboard_81.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_35802_Keyboard_5.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_35864_Keyboard_35.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_35868_Keyboard_234.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_36025_Keyboard_298.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_36108_Keyboard_274.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_36529_Keyboard_96.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_37624_Keyboard_79.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_37850_Keyboard_81.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_37975_Keyboard_16.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_38063_Keyboard_179.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_38106_Keyboard_78.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_38154_Keyboard_107.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_38573_aug_12282_Keyboard_196.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_38767_Keyboard_156.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_38953_Keyboard_39.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_39412_Keyboard_245.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_39623_Keyboard_30.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_39624_Keyboard_89.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_40000_Keyboard_93.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_40300_aug_21287_Keyboard_208.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_40513_Keyboard_132.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_40682_Keyboard_10.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_40881_aug_73129_Keyboard_250.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_41480_aug_50290_Keyboard_206.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_41633_Keyboard_25.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42020_Keyboard_283.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42204_Keyboard_228.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42220_Keyboard_59.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42354_aug_53957_Keyboard_113.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42561_Keyboard_252.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42674_aug_78728_Keyboard_53.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_42779_Keyboard_55.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_43036_Keyboard_197.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_43043_Keyboard_281.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_43117_Keyboard_202.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_43268_Keyboard_1.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44354_Keyboard_64.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44417_Keyboard_276.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44418_Keyboard_194.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44456_Keyboard_196.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44541_aug_51471_Keyboard_53.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44714_Keyboard_202.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_44899_aug_39624_Keyboard_89.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_45034_aug_72708_Keyboard_217.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_45660_aug_56634_Keyboard_59.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_45681_Keyboard_214.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_45730_aug_49150_Keyboard_90.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_45839_Keyboard_56.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_45893_aug_43036_Keyboard_197.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_46303_Keyboard_85.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_46306_Keyboard_201.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_46748_aug_75023_Keyboard_73.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_47258_Keyboard_64.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_47319_Keyboard_114.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_47661_Keyboard_97.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_48151_aug_38953_Keyboard_39.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_48224_Keyboard_199.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_48896_Keyboard_213.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_49150_Keyboard_90.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_49160_Keyboard_67.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_49306_aug_18397_Keyboard_268.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_49772_Keyboard_157.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_50020_Keyboard_209.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_50290_Keyboard_206.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_50321_Keyboard_255.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_51237_Keyboard_19.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_51313_Keyboard_135.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_51471_Keyboard_53.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_51606_Keyboard_72.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_52235_Keyboard_9.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_52280_Keyboard_200.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_52544_Keyboard_53.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_52710_aug_87136_Keyboard_30.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_52745_Keyboard_16.jpg,Keyboard,train
ewaste-dataset\train\Keyboard\aug_52818_aug_78728_Keyboard_53.jpg,Keyboard,train
